1000 787.23828125
2000 787.515625
3000 788.390625
4000 789.390625
5000 790.765625
6000 828.015625
7000 829.640625
8000 833.765625
9000 835.765625
10000 837.765625
11000 842.015625
12000 844.515625
13000 847.265625
14000 852.390625
15000 855.515625
16000 858.765625
17000 864.390625
19000 871.765625
20000 876.18359375
21000 880.796875
22000 880.82421875
23000 881.453125
24000 881.453125
25000 881.453125
26000 883.66015625
27000 883.66015625
28000 883.73828125
29000 885.41015625
30000 885.42578125
31000 885.4296875
32000 888.30078125
33000 888.30078125
34000 888.29296875
35000 890.3125
36000 890.3125
37000 890.41796875
38000 892.19140625
39000 892.2265625
40000 892.2265625
41000 894.3515625
42000 894.45703125
43000 894.45703125
44000 896.20703125
45000 896.37890625
46000 896.375
47000 898.6171875
48000 898.5546875
49000 898.57421875
50000 900.19921875
51000 900.23046875
52000 900.24609375
53000 902.30859375
54000 902.33203125
55000 902.33203125
56000 902.328125
57000 902.3515625
58000 902.3515625
59000 902.2890625
60000 906.265625
61000 906.265625
62000 906.30078125
63000 908.26171875
64000 908.2734375
65000 908.234375
66000 908.2734375
67000 908.35546875
68000 908.46484375
69000 908.52734375
70000 913.15625
72000 926.35546875
73000 926.28125
74000 902.57421875
75000 917.546875
76000 917.546875
77000 917.546875
78000 917.546875
79000 917.4921875
80000 919.4921875
81000 919.5234375
82000 919.56640625
83000 919.55859375
84000 919.58984375
85000 919.58984375
86000 919.58984375
87000 925.48046875
88000 925.48046875
89000 925.48046875
90000 925.51171875
91000 925.61328125
92000 926.98828125
93000 926.90625
94000 926.90625
95000 929.04296875
96000 929.02734375
97000 929.0234375
98000 946.78125
99000 913.30859375
100000 933.1484375
102000 957.796875
103000 957.71484375
104000 939.16015625
105000 958.4140625
106000 958.52734375
107000 978.13671875
108000 978.22265625
109000 978.25390625
110000 998.359375
111000 998.3515625
112000 998.41015625
113000 1019.0546875
114000 1019.09765625
115000 998.48828125
116000 1019.625
117000 1019.765625
118000 1000.55078125
119000 1022.21875
120000 1022.3046875
121000 1002.48828125
122000 1024.671875
123000 1024.671875
124000 1024.9609375
126000 1047.7578125
127000 1025.41015625
128000 1025.359375
129000 1025.609375
130000 1025.609375
131000 1025.96484375
132000 1026.01171875
133000 1026.48828125
134000 1026.4375
135000 1026.7109375
136000 1026.7109375
137000 1027.01953125
138000 1027.01953125
139000 1027.49609375
140000 1027.5703125
141000 1027.87109375
142000 1027.87109375
143000 1028.1796875
144000 1028.1796875
145000 1028.69140625
146000 1028.7578125
147000 1029.1328125
148000 1056.2578125
149000 1056.2734375
150000 1029.69140625
151000 1057.31640625
152000 1057.31640625
153000 1030.3359375
154000 1030.33984375
156000 1059.21875
157000 1059.21875
158000 1031.24609375
159000 1060.39453125
160000 1060.3984375
161000 1031.7890625
162000 1031.77734375
163000 1032.15234375
164000 1032.140625
165000 1032.4609375
166000 1062.8359375
167000 1062.78515625
168000 1032.9296875
169000 1063.7421875
170000 1063.88671875
171000 1033.51171875
172000 1064.9296875
173000 1064.9296875
174000 1033.91796875
175000 1065.96484375
176000 1034.1484375
177000 1034.5703125
178000 1067.15234375
180000 1068.50390625
181000 1035.8515625
182000 1036.265625
183000 1036.26953125
184000 1036.6640625
185000 1036.6640625
186000 1037.04296875
187000 1071.22265625
188000 1037.45703125
189000 1037.71875
190000 1037.7265625
191000 1037.9921875
192000 1073.1171875
193000 1038.140625
194000 1038.4296875
195000 1038.45703125
196000 1038.83203125
197000 1074.9609375
198000 1075.54296875
199000 1039.5078125
200000 1039.9921875
201000 1040.046875
202000 1040.421875
203000 1040.42578125
204000 1040.8046875
205000 1040.80859375
206000 1041.140625
207000 1041.24609375
208000 1041.66015625
210000 1088.76953125
211000 1089.50390625
212000 1050.9453125
213000 1047.27734375
214000 1047.28125
215000 1047.59375
216000 1087.203125
217000 1087.5
218000 1087.98828125
219000 1088.4140625
220000 1088.8671875
221000 1089.17578125
222000 1089.671875
223000 1090.05859375
224000 1090.48046875
225000 1090.88671875
226000 1091.08984375
227000 1091.640625
228000 1092.07421875
229000 1092.40625
230000 1092.71484375
231000 1093.03515625
232000 1093.4140625
234000 1094.0625
235000 1094.57421875
236000 1094.8828125
237000 1095.31640625
238000 1095.625
239000 1096.05859375
240000 1096.37109375
241000 1097.01171875
242000 1097.42578125
243000 1097.734375
244000 1098.0546875
245000 1098.4765625
246000 1098.875
247000 1099.15234375
248000 1099.7109375
249000 1099.98046875
250000 1100.3984375
251000 1100.6640625
252000 1101.03515625
253000 1101.37890625
254000 1101.8125
255000 1102.2265625
256000 1102.5703125
257000 1102.9609375
258000 1103.26953125
259000 1103.77734375
260000 1103.9765625
261000 1104.4140625
262000 1104.765625
264000 1105.421875
265000 1105.94140625
266000 1106.25
267000 1106.828125
268000 1110.109375
269000 1110.5625
270000 1110.875
271000 1111.359375
272000 1111.609375
273000 1112.0
274000 1112.36328125
275000 1112.67578125
276000 1113.11328125
277000 1113.26953125
278000 1113.703125
279000 1114.0390625
280000 1114.4765625
281000 1114.79296875
282000 1115.10546875
283000 1115.38671875
284000 1115.94140625
285000 1116.34375
286000 1116.7734375
287000 1117.1640625
288000 1117.47265625
289000 1117.90625
290000 1118.28125
291000 1118.5625
292000 1118.97265625
293000 1119.50390625
294000 1119.8125
295000 1120.24609375
296000 1120.49609375
297000 1120.8359375
298000 1121.1953125
299000 1121.640625
300000 1121.9765625
301000 1122.125
302000 1122.5625
303000 1122.875
304000 1123.2734375
305000 1123.54296875
307000 1124.234375
308000 1124.765625
309000 1125.07421875
310000 1125.4609375
311000 1125.8671875
312000 1126.3359375
313000 1126.58984375
314000 1127.0078125
315000 1127.375
316000 1127.796875
317000 1128.2421875
318000 1128.5625
319000 1128.94140625
320000 1129.21484375
321000 1129.61328125
322000 1129.9453125
323000 1130.40625
324000 1130.72265625
325000 1131.16015625
326000 1131.47265625
327000 1131.91015625
328000 1132.21875
329000 1132.52734375
330000 1133.0078125
331000 1133.265625
332000 1133.69921875
333000 1134.0078125
335000 1134.66015625
336000 1135.18359375
337000 1135.52734375
338000 1136.06640625
339000 1136.3671875
340000 1136.703125
341000 1137.01953125
342000 1137.5859375
343000 1138.0390625
344000 1138.296875
345000 1138.62109375
346000 1139.0
347000 1139.43359375
348000 1139.890625
349000 1140.22265625
350000 1140.625
351000 1141.0
352000 1141.28515625
353000 1141.55078125
354000 1141.84375
355000 1142.40625
357000 1142.91796875
358000 1143.59375
359000 1143.90234375
360000 1144.22265625
361000 1144.55078125
362000 1144.98046875
363000 1145.25390625
364000 1145.6875
365000 1145.99609375
366000 1146.4296875
367000 1146.71875
368000 1147.15234375
369000 1147.51171875
370000 1147.96484375
371000 1148.30078125
372000 1148.63671875
373000 1148.96875
374000 1149.40625
375000 1149.83984375
376000 1150.15234375
377000 1150.4921875
378000 1150.921875
379000 1151.203125
380000 1151.65234375
381000 1152.06640625
382000 1152.4921875
383000 1152.82421875
384000 1153.1640625
385000 1153.48828125
386000 1153.8984375
387000 1154.20703125
388000 1154.59375
389000 1155.00390625
390000 1155.4609375
391000 1155.76953125
393000 1156.41796875
394000 1156.94140625
395000 1157.26953125
396000 1157.70703125
397000 1158.07421875
398000 1158.51171875
399000 1158.8203125
400000 1159.078125
401000 1159.5703125
402000 1159.8046875
403000 1160.1015625
404000 1160.63671875
405000 1161.1796875
406000 1161.4921875
407000 1161.9296875
408000 1162.23828125
409000 1162.51171875
410000 1162.8828125
411000 1163.15234375
412000 1163.5390625
413000 1163.87890625
414000 1164.296875
415000 1164.6328125
416000 1164.94921875
417000 1165.20703125
419000 1166.07421875
420000 1166.33203125
421000 1166.609375
422000 1167.0703125
423000 1167.3828125
424000 1167.82421875
425000 1168.078125
426000 1168.5078125
427000 1168.81640625
428000 1169.08984375
429000 1169.55859375
430000 1169.8671875
431000 1170.3671875
432000 1170.75
433000 1171.21484375
434000 1171.52734375
435000 1172.02734375
436000 1172.30859375
437000 1172.76171875
438000 1173.05078125
439000 1173.359375
440000 1173.79296875
441000 1174.2265625
442000 1174.53125
443000 1174.83984375
444000 1175.2734375
445000 1175.58203125
446000 1175.94921875
447000 1176.30078125
448000 1176.7578125
449000 1176.984375
450000 1177.28515625
451000 1177.78125
452000 1178.19921875
453000 1178.5078125
454000 1178.94140625
456000 1179.58984375
457000 1180.15234375
458000 1180.30078125
459000 1180.7421875
460000 1181.12890625
461000 1181.69921875
462000 1182.0078125
463000 1182.27734375
464000 1182.71875
465000 1183.125
466000 1183.45703125
467000 1183.8828125
468000 1184.19140625
469000 1184.55078125
470000 1184.9140625
471000 1185.22265625
472000 1185.72265625
473000 1186.0078125
474000 1186.4296875
475000 1186.73828125
476000 1187.19140625
477000 1187.5
478000 1187.82421875
479000 1188.12890625
480000 1188.5234375
482000 1189.26171875
483000 1189.48828125
484000 1190.0546875
485000 1190.36328125
486000 1190.6796875
487000 1191.0546875
488000 1191.4296875
489000 1191.86328125
490000 1192.2734375
491000 1192.58984375
492000 1192.8984375
493000 1193.28125
494000 1193.56640625
495000 1194.0
496000 1194.30859375
497000 1194.7578125
498000 1195.0625
499000 1195.39453125
500000 1195.9296875
501000 1196.15234375
502000 1196.57421875
503000 1196.78515625
504000 1197.24609375
505000 1197.578125
507000 1198.265625
508000 1198.7890625
509000 1199.18359375
510000 1199.6171875
511000 1199.92578125
512000 1200.359375
513000 1200.55859375
514000 1200.97265625
515000 1201.375
516000 1201.75
517000 1202.125
518000 1202.5
519000 1202.7421875
520000 1203.2421875
521000 1203.69140625
522000 1204.01953125
523000 1204.3515625
524000 1204.6875
525000 1205.14453125
526000 1205.453125
527000 1205.94921875
528000 1206.2578125
529000 1206.56640625
530000 1206.93359375
532000 1207.53125
533000 1207.87109375
534000 1208.109375
535000 1208.5
536000 1208.96484375
537000 1209.26171875
538000 1209.76953125
539000 1210.078125
540000 1210.51171875
541000 1210.890625
542000 1211.19921875
543000 1211.6328125
544000 1211.94140625
545000 1212.375
546000 1212.6796875
547000 1213.11328125
548000 1213.421875
549000 1213.85546875
550000 1214.13671875
552000 1214.69921875
553000 1215.23828125
554000 1215.54296875
555000 1216.0625
557000 1216.58203125
558000 1217.08203125
559000 1217.390625
560000 1217.82421875
561000 1218.171875
562000 1218.546875
563000 1218.85546875
564000 1219.3046875
565000 1219.61328125
566000 1220.046875
567000 1220.35546875
568000 1220.7890625
569000 1221.09765625
571000 1221.7734375
572000 1222.19921875
574000 1222.765625
575000 1223.2109375
576000 1223.48046875
578000 1224.125
579000 1224.7421875
580000 1224.9609375
581000 1225.2890625
582000 1225.59765625
583000 1225.9140625
584000 1226.33984375
585000 1226.6875
586000 1227.1171875
587000 1227.375
588000 1227.92578125
590000 1228.54296875
592000 1229.1796875
593000 1229.78125
594000 1230.12890625
595000 1230.421875
597000 1231.1796875
598000 1231.61328125
599000 1231.921875
601000 1232.52734375
602000 1233.0703125
603000 1233.44921875
604000 1233.7578125
606000 1234.40625
607000 1235.05078125
609000 1235.51953125
610000 1236.1015625
612000 1236.65234375
613000 1237.08203125
614000 1237.3515625
616000 1237.95703125
618000 1238.65625
619000 1239.109375
621000 1239.8125
622000 1240.4375
623000 1240.81640625
625000 1241.36328125
626000 1242.01953125
628000 1242.5703125
629000 1243.0703125
631000 1243.671875
632000 1244.140625
633000 1244.5546875
635000 1245.22265625
636000 1245.5859375
638000 1246.21875
639000 1246.63671875
640000 1246.92578125
642000 1247.62890625
643000 1248.0625
645000 1248.6328125
647000 1249.4140625
648000 1250.02734375
650000 1250.60546875
651000 1251.07421875
653000 1279.125
654000 1279.6796875
656000 1252.83203125
657000 1253.328125
659000 1253.92578125
660000 1254.375
662000 1254.9453125
